timestamp,vib_x,vib_y,vib_z,vib_rms
1788592719.4074402,0.4646,0.355,0.9225,1.0922
1788592719.4574404,0.4306,0.3819,0.9514,1.1119
1788592719.5074403,0.4393,0.3758,0.9359,1.1001
1788592719.5574403,0.4665,0.4055,0.9197,1.1081
1788592719.6074402,0.4526,0.3563,0.9584,1.1182
1788592719.6574402,0.3864,0.3288,0.9494,1.0765
1788592719.7074404,0.4252,0.4152,0.9188,1.0942
1788592719.7574403,0.4496,0.3692,0.8622,1.0401
1788592719.8074403,0.4731,0.385,0.9728,1.1482
1788592719.8574402,0.472,0.3817,0.9637,1.1389
1788592719.9074402,0.4641,0.3722,0.9229,1.098
1788592719.9574404,0.442,0.4133,0.995,1.1646
1788592720.0074403,0.4727,0.4178,0.965,1.1529
1788592720.0574403,0.4582,0.3573,0.9125,1.0818
1788592720.1074402,0.4976,0.3799,0.9151,1.1088
1788592720.1574402,0.4077,0.4087,0.9406,1.1036
1788592720.2074404,0.4909,0.3356,0.9969,1.1608
1788592720.2574403,0.4683,0.4029,0.8917,1.0848
1788592720.3074403,0.4753,0.3645,0.9696,1.1397
1788592720.3574402,0.4817,0.3955,0.9205,1.1117
1788592720.4074402,0.3748,0.3489,0.9661,1.0934
1788592720.4574404,0.4217,0.3655,0.8844,1.0457
1788592720.5074403,0.4825,0.3499,0.963,1.1325
1788592720.5574403,0.4588,0.4005,1.0336,1.1997
1788592720.6074402,0.4775,0.3556,1.0045,1.1677
1788592720.6574402,0.3837,0.4297,0.9796,1.1364
1788592720.7074404,0.4246,0.3595,0.9761,1.1235
1788592720.7574403,0.3741,0.4005,0.9231,1.0735
1788592720.8074403,0.4921,0.371,0.9753,1.1537
1788592720.8574402,0.4722,0.3754,0.9302,1.1087
1788592720.9074402,0.3955,0.3887,1.0343,1.1736
1788592720.9574404,0.4744,0.3563,0.9882,1.1526
1788592721.0074403,0.4509,0.3613,0.9431,1.106
1788592721.0574403,0.4028,0.4353,0.9609,1.1292
1788592721.1074402,0.4736,0.3709,0.9835,1.1529
1788592721.1574402,0.4768,0.3822,1.05,1.2149
1788592721.2074404,0.4943,0.3804,0.8534,1.057
1788592721.2574403,0.4145,0.3782,0.901,1.0614
1788592721.3074403,0.4778,0.4221,0.983,1.1716
1788592721.3574402,0.4774,0.3656,0.9492,1.1236
1788592721.4074402,0.5304,0.361,0.9243,1.1252
1788592721.4574404,0.4692,0.3964,0.9465,1.1283
1788592721.5074403,0.3851,0.3544,0.8803,1.0241
1788592721.5574403,0.4401,0.3498,0.9574,1.1103
1788592721.6074402,0.4869,0.367,0.952,1.1305
1788592721.6574402,0.4331,0.4215,0.9285,1.1079
1788592721.7074404,0.4307,0.4416,0.9046,1.0949
1788592721.7574403,0.4665,0.4109,0.9746,1.156
1788592721.8074403,0.4317,0.3777,1.0233,1.1731
1788592721.8574402,0.4366,0.3787,1.0093,1.1631
1788592721.9074402,0.4069,0.4173,0.9212,1.0901
1788592721.9574404,0.4747,0.39,0.9615,1.141
1788592722.0074403,0.4448,0.4008,0.8595,1.0475
1788592722.0574403,0.4931,0.3295,0.9291,1.1022
1788592722.1074402,0.4576,0.386,0.9614,1.1326
1788592722.1574402,0.4403,0.3499,0.986,1.1351
1788592722.2074404,0.4281,0.3994,0.9659,1.1295
1788592722.2574403,0.4656,0.3634,0.9901,1.1529
1788592722.3074403,0.4702,0.45,0.9219,1.1285
1788592722.3574402,0.4081,0.39,0.9218,1.0809
1788592722.4074402,0.482,0.372,0.8932,1.081
1788592722.4574404,0.4037,0.3968,0.9827,1.1341
1788592722.5074403,0.4722,0.3599,0.914,1.0899
1788592722.5574403,0.4846,0.3533,1.025,1.1876
1788592722.6074402,0.3941,0.378,1.0253,1.1617
1788592722.6574402,0.4292,0.3916,0.958,1.1204
1788592722.7074404,0.4423,0.3657,0.9905,1.1448
1788592722.7574403,0.4618,0.3756,0.8615,1.0471
1788592722.8074403,0.4628,0.4211,0.905,1.1002
1788592722.8574402,0.4406,0.3798,1.0369,1.1889
1788592722.9074402,0.4626,0.3885,0.9646,1.1381
1788592722.9574404,0.4516,0.4171,0.9616,1.1413
1788592723.0074403,0.4379,0.3827,0.9546,1.1178
1788592723.0574403,0.4021,0.3658,0.9186,1.0674
1788592723.1074402,0.4507,0.4062,0.9286,1.1092
1788592723.1574402,0.4614,0.3256,1.0135,1.1602
1788592723.2074404,0.4334,0.2914,0.9111,1.0502
1788592723.2574403,0.4512,0.3916,0.97,1.1392
1788592723.3074403,0.5061,0.4222,0.903,1.1179
1788592723.3574402,0.4393,0.3604,0.9207,1.0819
1788592723.4074402,0.4837,0.3659,0.8971,1.0829
1788592723.4574404,0.5163,0.3465,0.9851,1.1649
1788592723.5074403,0.4176,0.3707,0.8813,1.0433
1788592723.5574403,0.4271,0.3806,0.9044,1.0701
1788592723.6074402,0.4387,0.4781,0.9437,1.1453
1788592723.6574402,0.4976,0.363,0.931,1.1163
1788592723.7074404,0.4695,0.3886,0.9612,1.1381
1788592723.7574403,0.4509,0.361,0.9456,1.1081
1788592723.8074403,0.4564,0.4152,0.923,1.1102
1788592723.8574402,0.4138,0.425,0.964,1.1319
1788592723.9074402,0.4426,0.4182,0.9689,1.1444
1788592723.9574404,0.445,0.4164,0.9625,1.1392
1788592724.0074403,0.4893,0.3881,1.0122,1.1894
1788592724.0574403,0.379,0.3661,0.9307,1.0695
1788592724.1074402,0.3886,0.3256,1.0177,1.137
1788592724.1574402,0.4861,0.4586,0.9371,1.151
1788592724.2074404,0.4518,0.4226,0.9696,1.1501
1788592724.2574403,0.5401,0.3912,0.8807,1.1047
1788592724.3074403,0.4514,0.3173,0.9766,1.1217
1788592724.3574402,0.4059,0.3578,0.966,1.1072
1788592724.4074402,0.4543,0.4378,1.0285,1.2066
1788592724.4574404,0.4479,0.3326,0.935,1.0888
1788592724.5074403,0.4061,0.3641,0.894,1.0472
1788592724.5574403,0.4263,0.3896,0.9259,1.0912
1788592724.6074402,0.4883,0.3966,0.9456,1.1357
1788592724.6574402,0.442,0.3334,0.9125,1.0673
1788592724.7074404,0.406,0.3936,1.0117,1.159
1788592724.7574403,0.4513,0.3511,0.9954,1.1479
1788592724.8074403,0.5062,0.387,1.0125,1.1963
1788592724.8574402,0.4568,0.3418,0.9747,1.1294
1788592724.9074402,0.4832,0.4452,0.9938,1.1914
1788592724.9574404,0.4445,0.3682,0.897,1.0667
1788592725.0074403,0.4712,0.3882,0.9593,1.1371
1788592725.0574403,0.3868,0.3902,1.0114,1.151
1788592725.1074402,0.4003,0.3877,0.8641,1.0282
1788592725.1574402,0.4364,0.4139,1.0036,1.17
1788592725.2074404,0.4548,0.3671,0.9284,1.0971
1788592725.2574403,0.4398,0.3578,0.9337,1.0924
1788592725.3074403,0.4439,0.4394,1.0357,1.2095
1788592725.3574402,0.4263,0.42,0.975,1.144
1788592725.4074402,0.4452,0.4071,0.9307,1.1091
1788592725.4574404,0.4232,0.3887,0.928,1.0915
1788592725.5074403,0.4433,0.3791,0.96,1.1233
1788592725.5574403,0.4318,0.4306,0.8987,1.0861
1788592725.6074402,0.4324,0.4199,0.9773,1.1482
1788592725.6574402,0.4764,0.3751,0.9307,1.1108
1788592725.7074404,0.4431,0.41,0.9563,1.1309
1788592725.7574403,0.4581,0.3253,0.939,1.0943
1788592725.8074403,0.4621,0.4467,0.8998,1.1058
1788592725.8574402,0.4579,0.3658,0.9929,1.153
1788592725.9074402,0.5542,0.393,0.9901,1.2008
1788592725.9574404,0.4925,0.414,0.9775,1.1702
1788592726.0074403,0.4233,0.3647,1.0382,1.179
1788592726.0574403,0.4675,0.4342,0.9791,1.1686
1788592726.1074402,0.4723,0.3706,1.0382,1.1993
1788592726.1574402,0.503,0.3418,0.9602,1.1366
1788592726.2074404,0.4247,0.3587,0.9335,1.0865
1788592726.2574403,0.446,0.3466,0.9843,1.1349
1788592726.3074403,0.4836,0.4088,0.9142,1.1121
1788592726.3574402,0.4376,0.3675,0.9925,1.1453
1788592726.4074402,0.4737,0.3279,0.9256,1.0903
1788592726.4574404,0.4159,0.4226,0.9139,1.0894
1788592726.5074403,0.4313,0.3755,0.9436,1.1034
1788592726.5574403,0.4233,0.3367,0.9016,1.0514
1788592726.6074402,0.5087,0.4052,0.9107,1.1191
1788592726.6574402,0.4298,0.356,0.9368,1.0904
1788592726.7074404,0.4309,0.4024,0.9247,1.0967
1788592726.7574403,0.4406,0.3632,0.9282,1.0898
1788592726.8074403,0.4258,0.4145,0.9604,1.1294
1788592726.8574402,0.4419,0.4174,0.9825,1.1553
1788592726.9074402,0.4438,0.3471,0.9266,1.0844
1788592726.9574404,0.4493,0.3513,0.9462,1.1048
1788592727.0074403,0.4022,0.3181,0.9202,1.0534
1788592727.0574403,0.4632,0.4215,0.9211,1.1138
1788592727.1074402,0.4564,0.3539,0.977,1.1349
1788592727.1574402,0.4561,0.418,0.9179,1.1069
1788592727.2074404,0.41,0.3554,0.9104,1.0598
1788592727.2574403,0.4827,0.4171,0.9175,1.1175
1788592727.3074403,0.4403,0.3555,0.8858,1.0511
1788592727.3574402,0.4408,0.4227,0.9933,1.166
1788592727.4074402,0.4523,0.3741,0.9702,1.1339
1788592727.4574404,0.4606,0.3806,0.8903,1.0722
1788592727.5074403,0.4759,0.3485,0.9743,1.1389
1788592727.5574403,0.3996,0.3564,0.938,1.0801
1788592727.6074402,0.4347,0.4031,0.9408,1.112
1788592727.6574402,0.4982,0.4049,0.9243,1.1254
1788592727.7074404,0.4592,0.4157,0.9906,1.1683
1788592727.7574403,0.4347,0.3926,0.9592,1.1239
1788592727.8074403,0.3694,0.3694,0.9823,1.1126
1788592727.8574402,0.4217,0.3832,0.9216,1.0835
1788592727.9074402,0.4958,0.3578,0.9536,1.1328
1788592727.9574404,0.4311,0.3751,0.9942,1.1467
1788592728.0074403,0.3924,0.3116,0.9756,1.0968
1788592728.0574403,0.501,0.391,0.9744,1.1633
1788592728.1074402,0.5264,0.3422,0.9462,1.1356
1788592728.1574402,0.46,0.3991,0.978,1.1521
1788592728.2074404,0.4632,0.3822,0.9193,1.0981
1788592728.2574403,0.4356,0.3869,1.0157,1.1709
1788592728.3074403,0.4143,0.327,0.8622,1.0109
1788592728.3574402,0.4694,0.4116,0.9189,1.1109
1788592728.4074402,0.47,0.368,1.0478,1.2059
1788592728.4574404,0.4476,0.3403,0.9565,1.1095
1788592728.5074403,0.4979,0.4357,0.9114,1.1262
1788592728.5574403,0.4213,0.3379,0.9783,1.1175
1788592728.6074402,0.449,0.3421,0.9971,1.1458
1788592728.6574402,0.4815,0.3563,0.996,1.1622
1788592728.7074404,0.4659,0.3503,1.0661,1.215
1788592728.7574403,0.4611,0.3317,0.921,1.0821
1788592728.8074403,0.4013,0.328,1.0158,1.1404
1788592728.8574402,0.4402,0.3804,0.9445,1.1093
1788592728.9074402,0.4707,0.3776,0.9095,1.0915
1788592728.9574404,0.484,0.3942,0.9655,1.1497
1788592729.0074403,0.4249,0.4402,1.0001,1.1724
1788592729.0574403,0.475,0.395,1.0003,1.1757
1788592729.1074402,0.4789,0.438,0.9808,1.1761
1788592729.1574402,0.3998,0.3789,0.9398,1.0893
1788592729.2074404,0.3987,0.3826,0.9632,1.1104
1788592729.2574403,0.4762,0.3433,0.9021,1.0763
1788592729.3074403,0.4256,0.3614,0.9899,1.1365
1788592729.3574402,0.4206,0.3889,0.9748,1.1307
1788592729.4074402,0.4499,0.3573,0.9462,1.107
1788592729.4574404,0.374,0.4335,0.961,1.1186
1788592729.5074403,0.4994,0.3511,0.9836,1.1576
1788592729.5574403,0.4614,0.3453,1.0189,1.1706
1788592729.6074402,0.4811,0.3826,0.9824,1.1589
1788592729.6574402,0.4607,0.3616,1.0123,1.1695
1788592729.7074404,0.3916,0.3698,0.9331,1.0774
1788592729.7574403,0.3947,0.3286,0.8823,1.0209
1788592729.8074403,0.4856,0.3882,0.9357,1.1234
1788592729.8574402,0.4884,0.3125,0.9466,1.1101
1788592729.9074402,0.4499,0.4173,1.0071,1.1793
1788592729.9574404,0.4315,0.4002,0.9303,1.1008
1788592730.0074403,0.4265,0.4067,0.9692,1.1343
1788592730.0574403,0.4176,0.3751,0.9376,1.0928
1788592730.1074402,0.4675,0.3569,0.9732,1.1371
1788592730.1574402,0.409,0.4032,0.936,1.0982
1788592730.2074404,0.4363,0.3662,0.9576,1.1142
1788592730.2574403,0.4259,0.3636,0.9351,1.09
1788592730.3074403,0.4353,0.3629,0.9601,1.1149
1788592730.3574402,0.455,0.3582,0.9219,1.0887
1788592730.4074402,0.4196,0.3963,0.9412,1.1041
1788592730.4574404,0.4714,0.3519,0.9616,1.1273
1788592730.5074403,0.4709,0.3941,0.9557,1.136
1788592730.5574403,0.4773,0.3125,0.933,1.0936
1788592730.6074402,0.4951,0.3395,0.9251,1.1028
1788592730.6574402,0.4785,0.4022,0.8638,1.0662
1788592730.7074404,0.4672,0.4488,0.9156,1.1216
1788592730.7574403,0.3851,0.3982,1.0054,1.1479
1788592730.8074403,0.4356,0.3825,0.9605,1.1219
1788592730.8574402,0.4642,0.3431,0.9623,1.1221
1788592730.9074402,0.5217,0.4034,0.934,1.1434
1788592730.9574404,0.4469,0.3913,0.9078,1.0849
1788592731.0074403,0.4436,0.3243,0.9814,1.1248
1788592731.0574403,0.4231,0.4102,0.9179,1.0908
1788592731.1074402,0.4523,0.3768,0.9534,1.1205
1788592731.1574402,0.4404,0.346,0.8729,1.0371
1788592731.2074404,0.4445,0.3388,0.9598,1.1107
1788592731.2574403,0.48,0.3118,1.0122,1.1628
1788592731.3074403,0.4727,0.3243,0.9512,1.1106
1788592731.3574402,0.3979,0.4144,0.9774,1.1337
1788592731.4074402,0.5265,0.4408,0.9679,1.1867
1788592731.4574404,0.4527,0.3973,0.9193,1.099
1788592731.5074403,0.4573,0.3911,0.9484,1.1232
1788592731.5574403,0.4978,0.401,0.956,1.15
1788592731.6074402,0.4615,0.3648,0.9073,1.0813
1788592731.6574402,0.4684,0.4191,0.8683,1.0719
1788592731.7074404,0.4029,0.3443,0.9656,1.1015
1788592731.7574403,0.4059,0.4164,0.9123,1.0819
1788592731.8074403,0.4504,0.398,0.9677,1.1392
1788592731.8574402,0.48,0.3593,0.9487,1.1223
1788592731.9074402,0.4792,0.3578,0.9755,1.1442
1788592731.9574404,0.4852,0.4396,0.8887,1.1038
1788592732.0074403,0.4587,0.3446,1.0038,1.1562
1788592732.0574403,0.4244,0.3793,0.9596,1.1157
1788592732.1074402,0.4712,0.3775,0.911,1.0929
1788592732.1574402,0.366,0.3399,0.9128,1.0405
1788592732.2074404,0.4159,0.3489,0.9438,1.0888
1788592732.2574403,0.4301,0.4032,0.9875,1.1501
1788592732.3074403,0.4375,0.3852,0.9904,1.1492
1788592732.3574402,0.436,0.3838,0.9492,1.1128
1788592732.4074402,0.4236,0.4098,0.9508,1.1187
1788592732.4574404,0.4339,0.3933,0.8868,1.0627
1788592732.5074403,0.4554,0.4112,1.0222,1.1922
1788592732.5574403,0.4558,0.4065,0.9171,1.1018
1788592732.6074402,0.4186,0.3635,0.9549,1.1042
1788592732.6574402,0.456,0.3866,0.9095,1.0884
1788592732.7074404,0.4459,0.394,0.962,1.1312
1788592732.7574403,0.448,0.3639,0.9604,1.1205
1788592732.8074403,0.4594,0.395,0.9531,1.1294
1788592732.8574402,0.4321,0.4027,0.9879,1.151
1788592732.9074402,0.4304,0.3778,0.9052,1.0712
1788592732.9574404,0.4193,0.3963,0.8563,1.0325
1788592733.0074403,0.4728,0.3776,0.9717,1.1447
1788592733.0574403,0.4886,0.3555,0.9874,1.1576
1788592733.1074402,0.4467,0.3726,0.9725,1.1332
1788592733.1574402,0.4869,0.3252,0.9789,1.1406
1788592733.2074404,0.4982,0.3516,0.9345,1.1158
1788592733.2574403,0.4322,0.3595,0.9608,1.1132
1788592733.3074403,0.4253,0.3687,1.0062,1.1529
1788592733.3574402,0.4966,0.4305,0.9054,1.1188
1788592733.4074402,0.469,0.41,0.9676,1.1508
1788592733.4574404,0.4639,0.3894,0.8688,1.0591
1788592733.5074403,0.4753,0.3355,0.9099,1.08
1788592733.5574403,0.4547,0.3781,0.9568,1.1248
1788592733.6074402,0.4266,0.2833,0.9467,1.0763
1788592733.6574402,0.4446,0.4578,0.8823,1.0889
1788592733.7074404,0.4578,0.4018,1.011,1.1803
1788592733.7574403,0.418,0.3993,0.911,1.0789
1788592733.8074403,0.5081,0.3937,0.9615,1.1566
1788592733.8574402,0.4764,0.3819,1.0172,1.1864
1788592733.9074402,0.4554,0.426,1.0294,1.2035
1788592733.9574404,0.5055,0.3521,0.9253,1.1116
1788592734.0074403,0.4366,0.3978,0.8836,1.0628
1788592734.0574403,0.5024,0.3724,0.9016,1.0973
1788592734.1074402,0.4591,0.3357,0.9793,1.1325
1788592734.1574402,0.4938,0.3627,0.9837,1.1589
1788592734.2074404,0.435,0.3582,0.917,1.0763
1788592734.2574403,0.4606,0.4043,1.0306,1.1991
1788592734.3074403,0.4693,0.4247,0.9289,1.124
1788592734.3574402,0.4907,0.3759,0.9553,1.1378
1788592734.4074402,0.4523,0.3771,0.9448,1.1133
1788592734.4574404,0.4376,0.3725,0.9592,1.1182
1788592734.5074403,0.4432,0.351,1.0163,1.163
1788592734.5574403,0.4586,0.3908,0.8818,1.068
1788592734.6074402,0.4674,0.3806,0.9462,1.1219
1788592734.6574402,0.4534,0.4335,0.9431,1.1327
1788592734.7074404,0.4354,0.377,0.9504,1.1113
1788592734.7574403,0.4229,0.4067,0.9425,1.1102
1788592734.8074403,0.4921,0.3741,0.8856,1.08
1788592734.8574402,0.4081,0.3725,0.9477,1.097
1788592734.9074402,0.4206,0.3775,0.9552,1.1099
1788592734.9574404,0.4512,0.382,0.8984,1.0755
1788592735.0074403,0.3971,0.379,0.8759,1.0337
1788592735.0574403,0.4395,0.359,1.0089,1.1575
1788592735.1074402,0.4578,0.3726,0.9776,1.142
1788592735.1574402,0.4421,0.431,0.9452,1.129
1788592735.2074404,0.4712,0.3636,0.9105,1.0878
1788592735.2574403,0.4634,0.3824,0.9917,1.1595
1788592735.3074403,0.474,0.319,0.8849,1.0533
1788592735.3574402,0.4291,0.3224,0.8938,1.0426
1788592735.4074402,0.4063,0.4053,0.8902,1.0592
1788592735.4574404,0.4651,0.3847,0.9815,1.1522
1788592735.5074403,0.4336,0.4125,0.89,1.0725
1788592735.5574403,0.4769,0.3536,0.8843,1.0651
1788592735.6074402,0.475,0.387,0.9769,1.1531
1788592735.6574402,0.4295,0.3482,0.9385,1.0893
1788592735.7074404,0.4828,0.3499,0.9684,1.1372
1788592735.7574403,0.4067,0.3552,0.9633,1.1043
1788592735.8074403,0.4668,0.3717,0.9187,1.0955
1788592735.8574402,0.4203,0.3787,0.9464,1.1026
1788592735.9074402,0.4618,0.3964,0.9068,1.0921
1788592735.9574404,0.4478,0.3233,0.9712,1.1173
1788592736.0074403,0.381,0.3156,0.9354,1.0582
1788592736.0574403,0.4363,0.4074,0.9173,1.0944
1788592736.1074402,0.509,0.4065,0.9382,1.1422
1788592736.1574402,0.367,0.3433,0.9684,1.091
1788592736.2074404,0.475,0.379,0.9532,1.1304
1788592736.2574403,0.495,0.3398,0.9361,1.1121
1788592736.3074403,0.4634,0.3679,0.9952,1.1578
1788592736.3574402,0.4252,0.4017,0.9764,1.1382
1788592736.4074402,0.4753,0.4048,0.9132,1.1062
1788592736.4574404,0.4584,0.446,0.9276,1.1267
1788592736.5074403,0.4432,0.4069,0.9422,1.1179
1788592736.5574403,0.4429,0.4183,0.9769,1.1513
1788592736.6074402,0.4387,0.4448,0.9584,1.144
1788592736.6574402,0.4396,0.3667,0.9476,1.1071
1788592736.7074404,0.4481,0.4121,0.985,1.1579
1788592736.7574403,0.4296,0.4438,0.8851,1.0793
1788592736.8074403,0.4208,0.3617,0.9557,1.1051
1788592736.8574402,0.4376,0.3417,0.8587,1.0226
1788592736.9074402,0.4492,0.3821,0.9306,1.1017
1788592736.9574404,0.449,0.3883,0.9691,1.1365
1788592737.0074403,0.3725,0.3728,0.9295,1.0685
1788592737.0574403,0.4507,0.3542,0.9627,1.1204
1788592737.1074402,0.4772,0.4212,1.0423,1.2213
1788592737.1574402,0.5153,0.3682,0.9221,1.1186
1788592737.2074404,0.4351,0.3657,0.9327,1.0922
1788592737.2574403,0.5055,0.3952,0.9636,1.1577
1788592737.3074403,0.4275,0.4464,0.9625,1.1439
1788592737.3574402,0.4548,0.383,0.8886,1.0692
1788592737.4074402,0.4388,0.366,0.9859,1.1395
1788592737.4574404,0.4366,0.4038,0.9619,1.1309
1788592737.5074403,0.4649,0.3846,0.9321,1.1103
1788592737.5574403,0.446,0.3891,1.027,1.1853
1788592737.6074402,0.4831,0.3033,0.9641,1.1202
1788592737.6574402,0.4233,0.4167,0.9495,1.12
1788592737.7074404,0.4487,0.4133,0.9691,1.1451
1788592737.7574403,0.4749,0.3732,0.9957,1.1646
1788592737.8074403,0.4997,0.3747,1.0135,1.1905
1788592737.8574402,0.4729,0.4062,0.973,1.1556
1788592737.9074402,0.4048,0.3659,1.0015,1.1405
1788592737.9574404,0.4441,0.384,0.9777,1.1404
1788592738.0074403,0.4459,0.3381,0.9628,1.1136
1788592738.0574403,0.4567,0.3817,0.9657,1.1344
1788592738.1074402,0.4092,0.3116,0.981,1.1077
1788592738.1574402,0.4187,0.3861,0.9079,1.0718
1788592738.2074404,0.4509,0.415,1.0114,1.1826
1788592738.2574403,0.5046,0.4136,0.982,1.179
1788592738.3074403,0.4516,0.3786,0.9159,1.0891
1788592738.3574402,0.4217,0.3895,0.9207,1.085
1788592738.4074402,0.4476,0.3952,0.9494,1.1216
1788592738.4574404,0.4328,0.3474,0.9915,1.1363
1788592738.5074403,0.483,0.3498,0.962,1.1319
1788592738.5574403,0.4694,0.3669,0.9772,1.1445
1788592738.6074402,0.4407,0.3675,1.0021,1.1548
1788592738.6574402,0.4797,0.4027,0.9661,1.1514
1788592738.7074404,0.4547,0.3567,0.9441,1.1069
1788592738.7574403,0.461,0.3646,0.9091,1.0826
1788592738.8074403,0.4493,0.3785,0.9243,1.0952
1788592738.8574402,0.4436,0.4231,0.8847,1.0763
1788592738.9074402,0.45,0.4048,0.9897,1.1601
1788592738.9574404,0.4258,0.3707,0.9338,1.0912
1788592739.0074403,0.4443,0.3715,0.9619,1.1228
1788592739.0574403,0.4726,0.376,0.9503,1.126
1788592739.1074402,0.5075,0.3921,0.9567,1.1518
1788592739.1574402,0.4479,0.4125,0.9559,1.1334
1788592739.2074404,0.4403,0.3752,0.9336,1.0983
1788592739.2574403,0.466,0.3494,0.9754,1.1361
1788592739.3074403,0.4487,0.3351,0.9214,1.0782
1788592739.3574402,0.418,0.3881,0.9244,1.0862
1788592739.4074402,0.4567,0.4051,0.9826,1.1568
1788592739.4574404,0.4189,0.3883,0.9574,1.1148
1788592739.5074403,0.5029,0.3915,1.0258,1.2077
1788592739.5574403,0.4388,0.4203,0.9624,1.1382
1788592739.6074402,0.4732,0.3853,0.9519,1.1307
1788592739.6574402,0.4635,0.3541,0.9254,1.0939
1788592739.7074404,0.4035,0.4045,0.9354,1.0961
1788592739.7574403,0.4363,0.4219,0.9843,1.1564
1788592739.8074403,0.4226,0.3259,0.9795,1.1154
1788592739.8574402,0.4706,0.394,0.9426,1.1248
1788592739.9074402,0.5066,0.4164,0.9013,1.1146
1788592739.9574404,0.4125,0.3621,0.9568,1.1031
1788592740.0074403,0.4185,0.3785,0.8561,1.0253
1788592740.0574403,0.3916,0.4355,0.9747,1.1371
1788592740.1074402,0.4469,0.3936,0.9582,1.1282
1788592740.1574402,0.4234,0.4181,0.9213,1.0968
1788592740.2074404,0.4193,0.419,0.9995,1.1621
1788592740.2574403,0.4487,0.3712,0.9396,1.1054
1788592740.3074403,0.4959,0.384,0.9374,1.1279
1788592740.3574402,0.4516,0.383,0.8857,1.0654
1788592740.4074402,0.4867,0.4163,0.9089,1.1119
1788592740.4574404,0.434,0.3985,0.9926,1.1543
1788592740.5074403,0.4239,0.3704,0.978,1.1284
1788592740.5574403,0.4856,0.3389,0.9785,1.1437
1788592740.6074402,0.479,0.3672,0.989,1.1586
1788592740.6574402,0.4123,0.3791,0.8604,1.0266
1788592740.7074404,0.4699,0.3576,0.9483,1.1171
1788592740.7574403,0.4119,0.4336,0.953,1.1251
1788592740.8074403,0.4572,0.4057,0.9554,1.1342
1788592740.8574402,0.415,0.3608,0.9342,1.084
1788592740.9074402,0.4593,0.3758,0.8984,1.0767
1788592740.9574404,0.4485,0.3213,0.9624,1.1093
1788592741.0074403,0.4422,0.362,0.9133,1.0774
1788592741.0574403,0.4186,0.4179,0.9569,1.125
1788592741.1074402,0.4708,0.3955,0.9576,1.138
1788592741.1574402,0.439,0.3955,0.9695,1.1354
1788592741.2074404,0.4789,0.374,0.9496,1.1274
1788592741.2574403,0.432,0.3556,0.9634,1.1141
1788592741.3074403,0.458,0.3559,0.9603,1.1219
1788592741.3574402,0.4654,0.3243,0.9609,1.1158
1788592741.4074402,0.4229,0.3954,0.9312,1.0965
1788592741.4574404,0.4474,0.4013,0.9332,1.11
1788592741.5074403,0.44,0.3985,1.0608,1.2156
1788592741.5574403,0.4854,0.3973,0.938,1.1284
1788592741.6074402,0.4625,0.3816,0.9876,1.1554
1788592741.6574402,0.4802,0.3416,1.0034,1.1637
1788592741.7074404,0.4589,0.3729,0.9814,1.1458
1788592741.7574403,0.4511,0.3626,0.9279,1.0936
1788592741.8074403,0.4564,0.3629,0.9811,1.1413
1788592741.8574402,0.4761,0.3997,0.8772,1.0751
1788592741.9074402,0.437,0.4095,0.8838,1.0676
1788592741.9574404,0.4187,0.3721,1.0008,1.1469
1788592742.0074403,0.4532,0.4059,0.9723,1.147
1788592742.0574403,0.4387,0.3036,0.9394,1.0803
1788592742.1074402,0.4309,0.4505,0.89,1.0866
1788592742.1574402,0.4301,0.3664,0.9516,1.1067
1788592742.2074404,0.512,0.3774,0.978,1.1666
1788592742.2574403,0.4596,0.3814,0.9625,1.1327
1788592742.3074403,0.4817,0.3669,0.8709,1.0607
1788592742.3574402,0.4809,0.3712,0.9633,1.1389
1788592742.4074402,0.443,0.3501,0.9936,1.1428
1788592742.4574404,0.4653,0.3815,0.949,1.1237
1788592742.5074403,0.5004,0.3495,0.9553,1.1336
1788592742.5574403,0.4656,0.3663,0.9382,1.1096
1788592742.6074402,0.4464,0.3716,0.9057,1.0759
1788592742.6574402,0.3938,0.3218,0.9325,1.0622
1788592742.7074404,0.4145,0.4199,1.0129,1.1722
1788592742.7574403,0.4754,0.3503,0.9441,1.1136
1788592742.8074403,0.4598,0.3766,0.8992,1.0779
1788592742.8574402,0.386,0.3305,0.8648,1.003
1788592742.9074402,0.4291,0.3707,0.963,1.1175
1788592742.9574404,0.4339,0.3886,1.01,1.1659
1788592743.0074403,0.3543,0.3615,0.9546,1.0805
1788592743.0574403,0.4558,0.444,1.0028,1.1876
1788592743.1074402,0.4349,0.4101,0.8866,1.0693
1788592743.1574402,0.429,0.4237,0.9919,1.1608
1788592743.2074404,0.4779,0.3947,0.9703,1.1514
1788592743.2574403,0.4599,0.4233,0.988,1.1691
1788592743.3074403,0.4312,0.3312,0.9068,1.0573
1788592743.3574402,0.406,0.3616,0.9448,1.0901
1788592743.4074402,0.4464,0.3598,0.9669,1.1241
1788592743.4574404,0.4086,0.4771,0.9988,1.1799
1788592743.5074403,0.4288,0.4033,0.9042,1.0789
1788592743.5574403,0.4393,0.4026,0.9804,1.1473
1788592743.6074402,0.4338,0.4009,0.9723,1.1377
1788592743.6574402,0.4198,0.3932,0.9595,1.1187
1788592743.7074404,0.4159,0.3326,0.9445,1.0843
1788592743.7574403,0.4352,0.3755,0.9439,1.1051
1788592743.8074403,0.4559,0.3738,0.9734,1.138
